Creation Date,System Registration,program_name_DC,Unique Record ID
2/27/2021,Dynamics,Tax Clinic,b577f54e-2779-eb11-b1ab-000d3a0c0477
1/17/2023,Dynamics,Tax Clinic,e04c4fa4-8c06-4096-8acd-8be6db6246ca
4/3/2024,Dynamics,Tax Clinic,88a9b15c-9a78-4be1-818d-d8c9bb74f45e
3/23/2021,Dynamics,Tax Clinic,1d66007b-e1fd-4185-8ee2-e42fdbbc8023
2/27/2021,Dynamics,Tax Clinic,c1b84203-2779-eb11-b1ab-000d3a0c0477
3/7/2022,Dynamics,Tax Clinic,8bf62e87-d94c-467f-a0d8-927494f095ad
2/28/2021,Dynamics,Tax Clinic,85aeb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,53adb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,27b6b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,9da9b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,cdb9b45e-6479-eb11-b1ab-000d3a0c8c6d
4/29/2024,Dynamics,Tax Clinic,f780c4ab-a457-41b3-b850-b4ac120c6b05
9/28/2022,Dynamics,Tax Clinic,48f3f6e9-5da1-4265-a7fa-1bfdc03e2aa9
10/2/2023,Dynamics,Tax Clinic,3a777bfb-4bf7-4ead-9f0c-2cf0f406e531
2/28/2021,Dynamics,Tax Clinic,87b3b45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,8b79f54e-2779-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,8bafb45e-6479-eb11-b1ab-000d3a0c8c6d
2/5/2024,Dynamics,Tax Clinic,e9bb248c-189d-4340-b0bd-779da52a0251
2/28/2021,Dynamics,Tax Clinic,45aeb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,19b6b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,b1b9b45e-6479-eb11-b1ab-000d3a0c8c6d
5/11/2021,Dynamics,Tax Clinic,7fa616b5-7e9c-4e06-bfd2-01450fb7088d
7/14/2021,Dynamics,Tax Clinic,d6ff38a2-5229-465f-814b-e99caa93666b
2/28/2021,Dynamics,Tax Clinic,07bab45e-6479-eb11-b1ab-000d3a0c8c6d
1/27/2023,Dynamics,Tax Clinic,c07f7c59-754c-4881-b55b-c66a21d1dc74
2/28/2021,Dynamics,Tax Clinic,f5a7b45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,60efa329-2779-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,9db8b45e-6479-eb11-b1ab-000d3a0c8c6d
11/8/2021,Dynamics,Tax Clinic,ea0a5566-d6b9-485c-812e-90a7a499a778
11/8/2021,Dynamics,Tax Clinic,01a1c0b3-8e21-4dba-9d71-c49bc3bd9699
11/10/2022,Dynamics,Tax Clinic,f5cd599d-c8c8-4e11-bd5f-83020d28f4e3
2/28/2021,Dynamics,Tax Clinic,b5abb45e-6479-eb11-b1ab-000d3a0c8c6d
7/8/2022,Dynamics,Tax Clinic,29f318f3-5fb5-46fc-bf5c-ac8b35577712
2/28/2021,Dynamics,Tax Clinic,6da6b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,91b9b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,b5bcb45e-6479-eb11-b1ab-000d3a0c8c6d
12/3/2021,Dynamics,Tax Clinic,7ff6780a-1428-4f9f-8c83-f231cc2fbbe3
12/2/2021,Dynamics,Tax Clinic,fc7f49a9-36e8-4677-acd4-f5cd554d0244
2/28/2021,Dynamics,Tax Clinic,87acb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,e9bbb45e-6479-eb11-b1ab-000d3a0c8c6d
3/8/2021,Dynamics,Tax Clinic,bc26620d-c7ee-4ad6-9472-252f86b42721
3/31/2021,Dynamics,Tax Clinic,f7bf7e36-8278-4728-b8ab-ac31939d39f0
2/28/2021,Dynamics,Tax Clinic,f9b3b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,93bcb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,8fadb45e-6479-eb11-b1ab-000d3a0c8c6d
1/16/2024,Dynamics,Tax Clinic,f00cee9f-c23f-4b0d-846b-c5f8d17e6da9
2/7/2022,Dynamics,Tax Clinic,6fd3021b-d300-4de2-8661-277b31647545
9/12/2023,Dynamics,Tax Clinic,bab0bcd9-d452-44df-80c3-443ccbed511c
12/14/2023,Dynamics,Tax Clinic,728031a8-50ab-43db-928e-91d24173d8d9
2/28/2021,Dynamics,Tax Clinic,f9bbb45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2021,Dynamics,Tax Clinic,5174f54e-2779-eb11-b1ab-000d3a0c0477
2/27/2021,Dynamics,Tax Clinic,9974f54e-2779-eb11-b1ab-000d3a0c0477
2/27/2021,Dynamics,Tax Clinic,8e6f6af0-3179-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,3db6b45e-6479-eb11-b1ab-000d3a0c8c6d
10/2/2023,Dynamics,Tax Clinic,047db4d9-582b-4d51-a369-4c81499afc55
2/28/2021,Dynamics,Tax Clinic,8db4b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,1e2a6d59-6f79-eb11-b1ab-000d3a0c2b5d
2/7/2022,Dynamics,Tax Clinic,c01d6567-5459-48bd-bece-f93d87803beb
4/8/2022,Dynamics,Tax Clinic,eabef1f6-f3cb-4c76-ac33-b9b58b3f9943
2/28/2021,Dynamics,Tax Clinic,a7b4b45e-6479-eb11-b1ab-000d3a0c8c6d
5/6/2024,Dynamics,Tax Clinic,ba17d7db-81d4-4035-92e4-7767600ad04c
5/6/2024,Dynamics,Tax Clinic,4571332a-e48b-41a2-bfea-e0fb4f8ea7c0
2/27/2021,Dynamics,Tax Clinic,5deda329-2779-eb11-b1ab-000d3a0c0477
5/17/2021,Dynamics,Tax Clinic,3a758c25-fafa-4027-b9c6-cf92b14f4224
5/1/2024,Dynamics,Tax Clinic,2cdccaef-6c67-4962-b755-557f65584708
4/13/2022,Dynamics,Tax Clinic,97461fa3-b997-415b-a8bb-3455bc18b191
3/31/2022,Dynamics,Tax Clinic,dccd54ab-bee1-417b-958b-e1ab79fc4db3
8/19/2021,Dynamics,Tax Clinic,89b4ac7b-6053-4237-9a1f-38789231efe5
1/26/2022,Dynamics,Tax Clinic,f75e9e90-ef84-4507-9cc3-9ab6bfb0dce2
11/24/2023,Dynamics,Tax Clinic,ebfd333b-3d05-4ac1-903f-7f50e834ce2b
11/24/2023,Dynamics,Tax Clinic,12e8de52-16d5-4672-965f-9304ff33ba8f
5/31/2021,Dynamics,Tax Clinic,4eece069-7e8e-45eb-be50-cf3b5c6e5cdf
10/29/2021,Dynamics,Tax Clinic,e6eef90d-6266-40ab-8776-aecd2ec6c473
10/13/2021,Dynamics,Tax Clinic,93e71f29-694e-455f-8b32-8ee00a4d25d4
8/15/2022,Dynamics,Tax Clinic,b57d2378-c10a-4c3b-845c-e1d73fed9e12
1/12/2022,Dynamics,Tax Clinic,441da904-6e67-45f3-9a7b-fca8b4e2cf47
10/18/2022,Dynamics,Tax Clinic,8ad2f93d-aff2-4a61-bf71-5644130be255
10/2/2023,Dynamics,Tax Clinic,c17ffaa5-55eb-4e13-8d27-17ae87acbbaa
2/1/2024,Dynamics,Tax Clinic,cb703259-f84d-440a-ba21-ad4aac5e7889
2/1/2024,Dynamics,Tax Clinic,bf163913-970d-400d-b70d-c92ac097d002
3/22/2021,Dynamics,Tax Clinic,2bec24f9-cde6-4ebc-ad84-14c12a7cbe1c
8/6/2021,Dynamics,Tax Clinic,0da58e30-d6ee-456f-b58d-41b77f32ed3e
6/20/2024,Dynamics,Tax Clinic,5f609b25-c49c-4aad-a5c7-1650b2783cb9
12/8/2021,Dynamics,Tax Clinic,6db1d31c-6cdc-4d85-bbbe-306e5e879895
5/13/2024,Dynamics,Tax Clinic,a553faf7-b79c-4260-afbf-150d527e64cc
6/24/2024,Dynamics,Tax Clinic,3ad6f5f0-54ba-4cfa-9076-9884722a69f3
5/1/2024,Dynamics,Tax Clinic,7fe68f19-c9a0-476e-94e1-c09558994bdd
5/1/2024,Dynamics,Tax Clinic,af60be54-0225-4b6d-bea6-d38651ed7163
1/23/2024,Dynamics,Tax Clinic,cfb7ab55-1294-4112-bf91-03eaf74074e7
1/23/2024,Dynamics,Tax Clinic,d546d20e-f152-4450-b7fa-b3113721a904
8/18/2021,Dynamics,Tax Clinic,1b623b03-0cc5-4c73-bf61-24251c4b0c3b
6/20/2022,Dynamics,Tax Clinic,3fe210af-dd9d-48ec-90da-121db1775125
8/10/2021,Dynamics,Tax Clinic,57d6278b-9612-471b-b3ea-45c28360c479
1/22/2024,Dynamics,Tax Clinic,774e48c0-f5bc-4726-809a-cd62741c4d7e
7/29/2021,Dynamics,Tax Clinic,15aca9d8-4fd7-4905-b0dd-08aa63a6a0c2
7/25/2023,Dynamics,Tax Clinic,caf84741-1204-408e-8680-33403578e781
7/26/2021,Dynamics,Tax Clinic,6cbef484-f398-448c-99e2-7be56e6bbd11
5/10/2024,Dynamics,Tax Clinic,673b1deb-b1c6-4da5-aa03-893a84eee2ab
7/30/2021,Dynamics,Tax Clinic,1fd0cefb-3f99-4b25-b95f-f2f194d541ff
2/28/2021,Dynamics,Tax Clinic,efafb45e-6479-eb11-b1ab-000d3a0c8c6d
6/23/2021,Dynamics,Tax Clinic,fc859dbe-3801-465e-bf8b-8d83049093a2
10/18/2021,Dynamics,Tax Clinic,71e5038b-7723-4167-856a-99e622cf8468
9/14/2021,Dynamics,Tax Clinic,c88a989c-0cba-4831-8aa6-42c3d5d54e09
10/18/2021,Dynamics,Tax Clinic,d9f0f43b-a92a-4fe9-8f32-c4ecc10a8b3f
9/10/2021,Dynamics,Tax Clinic,e2ecb5f2-66d1-47dc-94f2-79bc8c425e7b
2/28/2021,Dynamics,Tax Clinic,69aeb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,4dbab45e-6479-eb11-b1ab-000d3a0c8c6d
10/14/2021,Dynamics,Tax Clinic,58e83b7d-cc0a-4b36-88e8-a7bce19ad713
2/27/2021,Dynamics,Tax Clinic,8b596af0-3179-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,5fb4b45e-6479-eb11-b1ab-000d3a0c8c6d
6/15/2023,Dynamics,Tax Clinic,b2af48f7-6361-447f-8500-480c3c6c3ca2
8/3/2023,Dynamics,Tax Clinic,26c4e640-8c0c-4ec4-a74a-bc6a11858ce0
2/28/2021,Dynamics,Tax Clinic,21a7b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,51d1f79e-5a79-eb11-b1ab-000d3a0c8d89
10/24/2023,Dynamics,Tax Clinic,b45b107f-7505-4694-b9df-1dffe809e8cf
2/27/2021,Dynamics,Tax Clinic,bae2a329-2779-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,d1a0b45e-6479-eb11-b1ab-000d3a0c8c6d
9/27/2023,Dynamics,Tax Clinic,dd6ae3c5-f434-48ae-9696-d1085ce343bb
2/28/2021,Dynamics,Tax Clinic,efb9b45e-6479-eb11-b1ab-000d3a0c8c6d
9/1/2021,Dynamics,Tax Clinic,15821524-8843-4134-b4aa-36761035026a
3/27/2024,Dynamics,Tax Clinic,266716ea-05aa-49be-8a26-821d7f046ab5
3/27/2024,Dynamics,Tax Clinic,f0c5cd01-3b5b-487d-b770-d39ff2e2c991
1/9/2023,Dynamics,Tax Clinic,1b58daba-4012-4cff-ac41-ee37f2d9f906
2/28/2021,Dynamics,Tax Clinic,3babb45e-6479-eb11-b1ab-000d3a0c8c6d
3/23/2021,Dynamics,Tax Clinic,fc58862c-e995-47f3-9d9d-ec3beae1b515
12/14/2022,Dynamics,Tax Clinic,805d2f10-7cd9-41e3-a93e-12ac72585ff8
8/9/2023,Dynamics,Tax Clinic,7b47db1f-345e-489e-8eca-9949d28381e3
6/22/2023,Dynamics,Tax Clinic,273ca21e-3e00-463d-b42c-36d34621c78b
8/23/2023,Dynamics,Tax Clinic,b8c344c4-9348-4ac4-b457-746665eb4c03
9/21/2023,Dynamics,Tax Clinic,cd5a819f-0f60-4e67-a168-987fad5c58c4
9/22/2023,Dynamics,Tax Clinic,7241bb2c-4560-4dca-a37e-a7e33c297e61
11/1/2022,Dynamics,Tax Clinic,29021747-fe7d-46a9-9116-2087a3a48a8f
2/27/2021,Dynamics,Tax Clinic,84b54203-2779-eb11-b1ab-000d3a0c0477
10/2/2023,Dynamics,Tax Clinic,0777e55a-7100-4328-856d-02c731b69d1e
2/28/2021,Dynamics,Tax Clinic,79a1b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,7bb7b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,e3a9b45e-6479-eb11-b1ab-000d3a0c8c6d
9/11/2023,Dynamics,Tax Clinic,e42252f2-8fb6-4a63-a6f5-f985a42ddf52
2/28/2021,Dynamics,Tax Clinic,dfa6b45e-6479-eb11-b1ab-000d3a0c8c6d
1/29/2024,Dynamics,Tax Clinic,6016fd5f-7c16-4955-9d91-e628714bba8f
2/7/2022,Dynamics,Tax Clinic,1fea00c2-7a02-4a73-a07c-1976eae1bd79
9/26/2023,Dynamics,Tax Clinic,316246cd-9c76-495e-9d5c-331d127478a4
9/26/2023,Dynamics,Tax Clinic,ce6fefe3-f56d-4793-bfcf-63c46073d88c
9/26/2023,Dynamics,Tax Clinic,105bbeee-c29a-4f92-89a0-80c15beec7c2
2/27/2021,Dynamics,Tax Clinic,2eab4203-2779-eb11-b1ab-000d3a0c0477
2/28/2021,Dynamics,Tax Clinic,7fabb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,65acb45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,45b2b45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,63bab45e-6479-eb11-b1ab-000d3a0c8c6d
2/28/2021,Dynamics,Tax Clinic,c3bbb45e-6479-eb11-b1ab-000d3a0c8c6d
6/28/2022,Dynamics,Tax Clinic,90255651-a5dc-48f5-8fe6-02f1c063df49
11/4/2022,Dynamics,Tax Clinic,a4d74856-8982-444c-b0dc-0d567e697f4b
8/25/2022,Dynamics,Tax Clinic,85013ac3-a1f5-4acc-92c0-390c529a65bb
7/6/2022,Dynamics,Tax Clinic,598c0bac-3c62-4b33-b421-5884a597365d
7/5/2022,Dynamics,Tax Clinic,6aad3de5-3fcf-4a6e-ae86-a19a2388545b
7/5/2022,Dynamics,Tax Clinic,9efd0160-9507-4ba6-bd89-c860fdb7c9d6
6/28/2022,Dynamics,Tax Clinic,19b405be-bc78-4973-906c-ca23986843ff
7/5/2022,Dynamics,Tax Clinic,919e7b95-6d0d-414f-bbea-d7893fbae3c4
5/10/2022,Dynamics,Tax Clinic,08c7c597-f341-4378-a6b8-fe7f36c5465e
2/28/2021,Dynamics,Tax Clinic,c7b0b45e-6479-eb11-b1ab-000d3a0c8c6d
1/4/2024,Dynamics,Tax Clinic,670a2887-ac43-4b58-9b3f-1c3140a0425f
1/12/2022,Dynamics,Tax Clinic,b9921682-528e-4f18-9f18-6018455b6f87
4/25/2022,Dynamics,Tax Clinic,818c4dd5-64ce-4e75-86b0-6dced6daaa45
8/24/2022,Dynamics,Tax Clinic,93cb623d-55c6-4012-b9f1-842e500b36d6
1/6/2022,Dynamics,Tax Clinic,f8151bc4-0eeb-41f3-a915-a28aec96f62f
1/5/2022,Dynamics,Tax Clinic,af0fb4b9-aef9-46b9-bb0c-a82c957b1aaf
1/11/2022,Dynamics,Tax Clinic,15e03abe-4a2f-433b-a26a-be22952045e0
4/17/2023,Dynamics,Tax Clinic,3f845a42-5c3c-458d-94fe-29be0dde1123
2/13/2023,Dynamics,Tax Clinic,489d67e4-cda1-4861-b38f-4bc3b054b72b
2/4/2022,Dynamics,Tax Clinic,d2cb6900-47ae-42b8-9a42-6198213c2afe
4/28/2022,Dynamics,Tax Clinic,4ca64f3b-adf4-49bd-86f3-7c27023f39f4
11/26/2021,Dynamics,Tax Clinic,9d082419-3d36-49a9-b226-851497ff5834
2/13/2023,Dynamics,Tax Clinic,17d9b4ea-1196-4869-9d07-ab2fa6bdb739
2/28/2021,Dynamics,Tax Clinic,15acb45e-6479-eb11-b1ab-000d3a0c8c6d
2/27/2023,Dynamics,Tax Clinic,a2f79141-c745-402a-95c7-ab59267df8fe
2/28/2021,Dynamics,Tax Clinic,0fb6b45e-6479-eb11-b1ab-000d3a0c8c6d
1/17/2022,Dynamics,Tax Clinic,ec5175de-41cb-41b7-a91a-cb7ad5c61a12
2/28/2021,Dynamics,Tax Clinic,b493b9c3-e079-eb11-b1ab-000d3a0c83bf
9/12/2023,Dynamics,Tax Clinic,20b236fe-b75f-4c6f-9544-033ccc60a917
